TargetID,DrugID,Highest_Status,MOA,Smiles_ID,UniprotID
T06273,D0L6LO,Investigative,Inhibitor,CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4.C1=CC(=CC=C1C2C3=C(NC(=S)NC3=O)OC4=C2C(=O)NC(=S)N4)[N+](=O)[O-],P09874
T06273,D01RXM,Investigative,Inhibitor,COC1=CC2=C(C=C1)NC=C2,P09874
T06273,D0ZK3L,Investigative,Inhibitor,,P09874
T06273,D04LDH,Investigative,Inhibitor,CC(C)(C)C1=CC=C(C=C1)SCC2=CC(=CC(=[C-]2)CSC3=CC=C(C=C3)C(C)(C)C)C4=C5C=CC(=C(C6=NC(=C(C7=CC=C([N-]7)C(=C8C=CC4=N8)C9=CC(=[C-]C(=C9)CSC1=CC=C(C=C1)C(C)(C)C)CSC1=CC=C(C=C1)C(C)(C)C)C1=CC(=[C-]C(=C1)CSC1=CC=C(C=C1)C(C)(C)C)CSC1=CC=C(C=C1)C(C)(C)C)C=C6)C1=CC(=[C-]C(=C1)CSC1=CC=C(C=C1)C(C)(C)C)CSC1=CC=C(C=C1)C(C)(C)C)[N-]5.[Mg+2].Cl[Pd+].Cl[Pd+].Cl[Pd+].Cl[Pd+],P09874
T06273,D01EVX,Investigative,Inhibitor,CC1=NC2=C(C(=CC=C2)Cl)C(=O)N1,P09874
T06273,D05XMG,Investigative,Inhibitor,CN(C)CC1=CC=C(C=C1)C2=CC3=C4N2CCNC(=O)C4=CC=C3,P09874
T06273,D08QWR,Investigative,Inhibitor,C1=CC=C(C=C1)CC2=NNC(=O)C3=CC=CC=C32,P09874
T06273,D07QPV,Investigative,Inhibitor,C1CC(=O)N(C1=O)C2=C(C=CC(=C2)CC3=NNC(=O)C4=CC=CC=C43)F,P09874
T06273,D0E0QT,Investigative,Inhibitor,C1C2=C(C=C(C=C2)[N+](=O)[O-])C3=C1C4=CC=CC=C4C(=O)N3,P09874
T06273,D0O0GA,Investigative,Inhibitor,C1C2=C(C=C(C=C2)F)C3=C1C4=CC=CC=C4C(=O)N3,P09874
T06273,D07BBR,Investigative,Inhibitor,C1C2=C(C=CC(=C2)F)C3=C1C4=CC=CC=C4C(=O)N3,P09874
T06273,D04ATU,Investigative,Inhibitor,C1C2=C(C=C(C=C2)N)C3=C1C4=CC=CC=C4C(=O)N3,P09874
T06273,D04UPQ,Investigative,Inhibitor,C1C2=C(C=CC(=C2)N)C3=C1C4=CC=CC=C4C(=O)N3,P09874
T06273,D0F8ZI,Investigative,Inhibitor,C1COCCN1CC2=CC3=C(C=C2)C4=CC=CC=C4C(=O)N3,P09874
T06273,D05WYN,Investigative,Inhibitor,C1COCCN1CCCCCC2=NNC(=O)C3=CC=CC=C32,P09874
T06273,D0GJ8U,Investigative,Inhibitor,C1COCCN1CCCCC2=NNC(=O)C3=CC=CC=C32,P09874
T06273,D0U5WY,Investigative,Inhibitor,C1CCN(CC1)CCCC2=NC3=CC=CC=C3C(=O)N2,P09874
T06273,D02GPJ,Investigative,Inhibitor,C1CC2=C(C1)C3=C(C4=C(N3)C=CC(=C4)CN)C5=C2C(=O)NC5=O,P09874
T06273,D03VNZ,Investigative,Inhibitor,C1=CC2=C(C=CN2)C3=C1C(=O)NC3=O,P09874
T06273,D0NU5Z,Investigative,Inhibitor,C1CC2=C3C(=C4C=CNC4=C2C1)C(=O)NC3=O,P09874
T06273,D02XLC,Investigative,Inhibitor,CC1=CC2=C(C3=C1NC4=CC=CC=C43)C(=O)NC2=O,P09874
T06273,D05GMW,Investigative,Inhibitor,CC1=CC2=C(C3=CC=CC=C3N2)C4=C1C(=O)NC4=O,P09874
T06273,D0R7HU,Investigative,Inhibitor,C1=CC=C2C(=C1)C3=C(N2)C=CC4=C3C(=O)NC4=O,P09874
T06273,D0IX3I,Investigative,Inhibitor,C1=CC=C(C=C1)N2C=C3C=CC=C(C3=N2)C(=O)N,P09874
T06273,D05RXG,Investigative,Inhibitor,C1CNC(=O)C2=C1C(=CC=C2)N,P09874
T06273,D05HJG,Investigative,Inhibitor,C1C2=CC=CC3=C2C(=CC=C3)C(=O)N1,P09874
T06273,D07WPL,Investigative,Inhibitor,C1=CC2=C(C=CNC2=O)C(=C1)N,P09874
T06273,D04TDX,Investigative,Inhibitor,COC1=CC=C(C=C1)C2=NC3=C(C=CC=C3C(=O)N)C=C2,P09874
T06273,D0Z9DY,Investigative,Inhibitor,C1=CC=C(C=C1)C2=NC3=C(C=CC=C3C(=O)N)C=C2,P09874
T06273,D0Z3PB,Investigative,Inhibitor,CCC1=NC2=C(C=CC=C2C(=O)N)C=C1,P09874
T06273,D0S8HZ,Investigative,Inhibitor,CC1=NC2=C(C=CC=C2C(=O)N)C=C1,P09874
T06273,D0T5TT,Investigative,Inhibitor,CC#CC1=CN=C2C(=C1)C=CC=C2C(=O)N,P09874
T06273,D0K7JT,Investigative,Inhibitor,C=CC1=CN=C2C(=C1)C=CC=C2C(=O)N,P09874
T06273,D0UF0U,Investigative,Inhibitor,CCC1=CN=C2C(=C1)C=CC=C2C(=O)N,P09874
T06273,D00OZA,Investigative,Inhibitor,C#CC1=CN=C2C(=C1)C=CC=C2C(=O)N,P09874
T06273,D08XPZ,Investigative,Inhibitor,CC1=CC2=C(C(=CC=C2)C(=O)N)N=C1,P09874
T06273,D07AGU,Investigative,Inhibitor,C1=CC2=C(C(=C1)C(=O)N)N=CC=C2,P09874
T06273,D0L1NQ,Investigative,Inhibitor,C1=CC=C(C=C1)C2=CN=C3C(=C2)C=CC=C3C(=O)N,P09874
T06273,D04ZQJ,Investigative,Inhibitor,C1=CC=C(C=C1)/C=C/C(=O)NC2=NC(=CS2)C3=CC=CC=C3,P09874
T06273,D00WMC,Investigative,Inhibitor,C1=CC=C(C=C1)C2=CSC(=N2)NC(=O)C3=CC=NC=C3,P09874
T06273,D0L1RZ,Investigative,Inhibitor,COC1=CC=C(C=C1)C2=NC3=C(C=CC=C3N=C2)C(=O)N,P09874
T06273,D0M9TW,Investigative,Inhibitor,C1=CC(=C2C(=C1)N=CC(=N2)C3=CC=C(C=C3)C#N)C(=O)N,P09874
T06273,D08GMO,Investigative,Inhibitor,C1=CC(=C2C(=C1)N=CC(=N2)C3=CC=C(C=C3)N)C(=O)N,P09874
T06273,D0FF4M,Investigative,Inhibitor,C1CCC2C(C1)C3=CC=CC=C3C(=O)N2,P09874
T06273,D0EI6X,Investigative,Inhibitor,C1=CC=C2C(=C1)C3=C(C=C(C=N3)N)NC2=O,P09874
T06273,D0M6WJ,Investigative,Inhibitor,C1=CC=C2C(=C1)C3=C(C=CC=N3)NC2=O,P09874
T06273,D08OUR,Investigative,Inhibitor,C1=CC=C(C=C1)C2=NN3C(=C2)C=CC=C3C(=O)N,P09874
T06273,D0I2AF,Investigative,Inhibitor,C1=CC=C(C=C1)N2N=C3C=CC=C(C3=N2)C(=O)N,P09874
T06273,D0PT1K,Investigative,Inhibitor,C1=CC2=CN(N=C2C(=C1)C(=O)N)C3=CC=C(C=C3)Cl,P09874
T06273,D0XZ5D,Investigative,Inhibitor,C1=CC(=CC(=C1)Cl)N2C=C3C=CC=C(C3=N2)C(=O)N,P09874
T06273,D0TH7S,Investigative,Inhibitor,C1=CC=C(C(=C1)N2C=C3C=CC=C(C3=N2)C(=O)N)Cl,P09874
T06273,D02QZF,Investigative,Inhibitor,C1=CC=C(C=C1)CN2C=C3C=CC=C(C3=N2)C(=O)N,P09874
T06273,D0G5VD,Investigative,Inhibitor,C1=CC2=C(C(=C1)O)N=C(NC2=O)C3=CC=C(C=C3)[N+](=O)[O-],P09874
T06273,D0GA0Y,Investigative,Inhibitor,CC1=C2C(=CC=C1)C(=O)NC(=N2)C3=CC=C(C=C3)N,P09874
T06273,D05ZTI,Investigative,Inhibitor,C1=CC(=CC(=C1)O)C(=O)N,P09874
T06273,D0B2WX,Investigative,Inhibitor,CC1=C2C(=CC=C1)C(=O)NC(=N2)C3=CC=C(C=C3)OC,P09874
T06273,D07CRG,Investigative,Inhibitor,C1=CC=C2C(=C1)C=CNC2=O,P09874
T06273,D00TUB,Investigative,Inhibitor,C1=CC2=C(C(=C1)O)N=C(NC2=O)C3=CC=C(C=C3)N,P09874
T06273,D0OF1I,Investigative,Inhibitor,COC1=CC=CC2=C1N=C(NC2=O)C3=CC=C(C=C3)[N+](=O)[O-],P09874
T06273,D0E5EW,Investigative,Inhibitor,CC1=C2C(=CC=C1)C(=O)NC(=N2)C3=CC=CC=C3,P09874
T06273,D0Y1MH,Investigative,Inhibitor,CC1=C2C(=CC=C1)C(=O)NC(=N2)C3=CC=C(C=C3)O,P09874
T06273,D0O6WW,Investigative,Inhibitor,C1=CC=C(C=C1)C2=NC3=C(C=CC=C3O)C(=O)N2,P09874
T06273,D07BPT,Investigative,Inhibitor,CC1=C2C(=CC=C1)C(=O)NC(=N2)C3=CC=C(C=C3)[N+](=O)[O-],P09874
T06273,D07SRJ,Investigative,Inhibitor,CC1=C2C(=CC=C1)C(=O)NC(=N2)C,P09874
T06273,D06NKJ,Investigative,Inhibitor,COC1=CC=CC2=C1N=C(NC2=O)C3=CC=CC=C3,P09874
T06273,D0T3SY,Investigative,Inhibitor,CC1=NC2=C(C=CC=C2OC)C(=O)N1,P09874
T06273,D0WO3P,Investigative,Inhibitor,COC1=CC=CC2=C1N=C(NC2=O)C3=CC=C(C=C3)N=[N+]=[N-],P09874
T06273,D04WDX,Preclinical,Inhibitor,CN(C)CC(=O)NC1=CC2=C(C=C1)NC(=O)C3=CC=CC=C32,P09874
T06273,D04ABS,Preclinical,Inhibitor,,P09874
T06273,DO0LP3,Phase 1,Inhibitor,,P09874
T06273,D8TE4F,Phase 1/2,Inhibitor,,P09874
T06273,D0F5TD,Phase 2,Inhibitor,,P09874
T06273,D06KZL,Phase 2,Inhibitor,,P09874
T06273,DP48WE,Phase 2,Inhibitor,,P09874
T06273,D0Z2UW,Phase 3,Modulator,CC(CNC(=O)C1=CN=CC=C1)NC(=O)C2=CN=CC=C2,P09874
T06273,D09NTC,Phase 3,Inhibitor,CN(C)CC1=CC=C(C=C1)C2=NC3=CC=CC4=C3N2CCNC4=O,P09874
T06273,D06NVJ,Approved,Binder,C1=CC(=CN=C1)C(=O)O,P09874
T06273,D09LSX,Approved,Inhibitor,,P09874
T06273,D0DN0W,Approved,Modulator,,P09874
T06273,D0O3FX,Terminated,Inhibitor,CC1=NC2=C(C=CC=C2O)C(=O)N1,P09874
T06273,D0E9JI,Patented,Inhibitor,,P09874
T06273,D0MP4W,Patented,Inhibitor,,P09874
T97655,D0Y7VM,Investigative,Inhibitor,CC(=O)O[C@H]1[C@H]([C@@H]2[C@]([C@H](CCC2(C)C)O)([C@@]3([C@@]1(O[C@@](CC3=O)(C)C=C)C)O)C)O,Q08462
T97655,D0K7HT,Investigative,Inhibitor,C[C@@H]1[C@H](C[C@@H](O1)N2C=NC3=C(N=CN=C32)N)OP(=O)(O)O,Q08462
T51452,D00WHO,Investigative,Inhibitor,CCOC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CC(=C3)Cl)C,P47869
T51452,D0AC2H,Investigative,Agonist,C1CNCCC1C(=O)O,P47869
T51452,D0P0TI,Investigative,Blocker (channel blocker),CC(C)(C)C12COP(=S)(OC1)OC2,P47869
T51452,D03PBN,Investigative,Modulator (allosteric modulator),C[C@]12CC[C@H](C[C@@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@@H]4C(=O)CO)C)O,P47869
T51452,D0Q1ZT,Investigative,Modulator (allosteric modulator),CC(C)(C1=C(C2=NC=C(N2C=C1)C3=CC(=C(C=C3)F)C4=C(C=C(C=C4)F)C#N)F)O,P47869
T51452,D0GQ1S,Investigative,Modulator (allosteric modulator),CCC1=C2C3=CC(=C(C=C3NC2=CN=C1C(=O)OC)OC)OC,P47869
T51452,D0VW5M,Investigative,Agonist,C1CNCCC1S(=O)(=O)O,P47869
T51452,D0M9RM,Investigative,Modulator (allosteric modulator),C1=CC=C(C=C1)N2C(=O)C3=C(N2)C4=CC=CC=C4N=C3,P47869
T51452,D03ZWB,Investigative,Modulator (allosteric modulator),CN1C(=C(C=C(C1=O)C(=O)OC)C2=CC=C(C=C2)OC)C3=CC=NC=C3,P47869
T51452,D06SOQ,Investigative,Modulator (allosteric modulator),CC1=CC(=NO1)C2=NN=C3N2N=C(C4=CC=CC=C43)OCC5=CN(N=N5)C,P47869
T51452,D0M4CP,Investigative,Inhibitor,CCOC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CC(=C3)N=[N+]=[N-])C,P47869
T51452,D07JXC,Investigative,Modulator (allosteric modulator),CCOC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CC(=C3)F)CC[18F],P47869
T51452,D0T9DS,Investigative,Blocker (channel blocker),CC(C)(C)C12COP(=[35S])(OC1)OC2,P47869
T51452,D03TMD,Investigative,Inhibitor,C1=CC=C(C(=C1)C2=CC=C(O2)CC3C(=O)NC(=S)NC3=O)C(F)(F)F,P47869
T51452,D0O9MG,Investigative,Inhibitor,CCOC(=O)C1=C2C3CCCN3C(=O)C4=C(N2C=N1)C=CC(=C4)OC,P47869
T51452,D0H4GQ,Investigative,Inhibitor,CCOC(=O)C1=C2[C@@H]3CCN3C(=O)C4=C(N2C=N1)C=CC(=C4)C#C[Si](C)(C)C,P47869
T51452,D01CUR,Investigative,Inhibitor,CCOC1=NC=C2C(=C1)C3=CC=CC=C3N2,P47869
T51452,D01IHM,Investigative,Inhibitor,CC1=NN=C2N1N=C(C=C2)C3=CC(=CC=C3)C(F)(F)F,P47869
T51452,D07NKO,Investigative,Inhibitor,C[C@H](C1=CC(=O)NO1)N,P47869
T51452,D09ACO,Investigative,Inhibitor,C[C@@H](/C=C/C(=O)O)N,P47869
T51452,D0A8EU,Investigative,Inhibitor,C[C@H](CCC(=O)O)N,P47869
T51452,D0N0ZK,Investigative,Inhibitor,C[C@@H](CCC(=O)O)N,P47869
T51452,D0S5PS,Investigative,Inhibitor,C[C@@H](C1=CC(=O)NO1)N,P47869
T51452,D06HRX,Investigative,Inhibitor,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)C4=C(C=CC(=C4)C5=CC(=O)C6=C(C=C(C=C6O5)O)O)O)O,P47869
T51452,D0E7PY,Investigative,Inhibitor,C1C2=C(N=CN2C3=C(C=C(C=C3)Br)C4=NC=NN41)C(F)F,P47869
T51452,D09MYJ,Investigative,Inhibitor,CC(C)COC1=NC=C2C(=C1)C3=CC=CC=C3N2,P47869
T51452,D06WMM,Investigative,Inhibitor,CCCCOC1=NC=C2C(=C1)C3=CC=CC=C3N2,P47869
T51452,D08BOP,Investigative,Inhibitor,CCCOC1=NC=C2C(=C1)C3=CC=CC=C3N2,P47869
T51452,D08BXK,Investigative,Inhibitor,CC(C)CCOC1=NC=C2C(=C1)C3=CC=CC=C3N2,P47869
T51452,D03PPZ,Investigative,Inhibitor,CC(C)(C)OC(=O)C1=NC=C2C(=C1)C3=CC=CC=C3N2,P47869
T51452,D01RLF,Investigative,Inhibitor,CCOC(=O)C1=NC=C2C(=C1)C3=CC=CC=C3N2,P47869
T51452,D0D4MM,Investigative,Inhibitor,CCOC(=O)C1=NC=C2C(=C1)C3=C(N2)C=CC(=C3)I,P47869
T51452,D0C6WO,Investigative,Inhibitor,CCC(C)OC(=O)C1=NC=C2C(=C1)C3=CC=CC=C3N2,P47869
T51452,D0R5OU,Investigative,Inhibitor,C1=CC=C(C=C1)COC2=NC=C3C(=C2)C4=CC=CC=C4N3,P47869
T51452,D0P3BU,Investigative,Inhibitor,CC/C=C/C=C/OC1=NC=C2C(=C1)C3=CC=CC=C3N2,P47869
T51452,D09IHE,Investigative,Modulator,CC1=CC(=NO1)C2=NN=CC3=C(C(=NN32)OCC4=NC=NN4C)C(C)(C)C,P47869
T51452,D09YOU,Investigative,Modulator,,P47869
T51452,D06BFP,Terminated,Inhibitor,C1CCC2=NC=C3C(=C2C1)NN(C3=O)C4=CC=C(C=C4)Cl.Cl,P47869
T51452,D00AJI,Discontinued in Phase 2,Modulator,,P47869
T51452,D0C9XA,Phase 2,Inhibitor,C(CC(=O)O)CN,P47869
T51452,D0D5GD,Approved,Modulator (allosteric modulator),CCOC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CC(=C3)F)C,P47869
T08910,D05SVA,Investigative,Inhibitor,C1CNCCC1C2=CC(=O)NO2,P18507
T08910,D0YS9E,Investigative,Inhibitor,,P18507
T08910,D09AVL,Investigative,Inhibitor,C1CNCCC1C2=C(C(=O)NS2)CC3=CC=CC=C3,P18507
T08910,D01BVR,Investigative,Inhibitor,CCCC1=C(SNC1=O)C2CCNCC2,P18507
T08910,D0JV5L,Investigative,Inhibitor,CC1=C(SNC1=O)C2CCNCC2,P18507
T08910,D02CZO,Investigative,Inhibitor,CCC1=CC2=C(C=C1)NC=C(C2=O)C(=O)OCCC(C)C,P18507
T08910,D03LMR,Investigative,Inhibitor,CCOC(=O)C1=CNC2=C(C1=O)C=C(C=C2)CC3=CC=CC=C3,P18507
T08910,D01UAS,Investigative,Inhibitor,CCOC(=O)C1=CNC2=C(C1=O)C=C(C=C2)Br,P18507
T08910,D02XUD,Investigative,Inhibitor,C1CNCCC1C2=C(C(=O)NO2)C3=CC=CC(=C3)C4=CC=CC=C4,P18507
T08910,D03FBS,Investigative,Inhibitor,CCCOC(=O)C1=CNC2=C(C1=O)C=C(C=C2)CC,P18507
T08910,D0D2PJ,Investigative,Inhibitor,CCC1=CC2=C(C=C1)NC=C(C2=O)C(=O)OCC,P18507
T08910,D0Q8UV,Investigative,Inhibitor,CCOC(=O)C1=C2C3CCCN3C(=O)C4=C(N2C=N1)C=CC(=C4)Cl,P18507
T08910,D0UQ6J,Investigative,Inhibitor,CC(C)(C)OC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CS3)C,P18507
T08910,D0V2LK,Investigative,Inhibitor,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C=CC(=C3)[N+](=O)[O-])[N+](=O)[O-],P18507
T08910,D0L2KB,Investigative,Inhibitor,CCOC(=O)C1=C2[C@@H]3CCCN3C(=O)C4=CC=CC=C4N2C=N1,P18507
T08910,D0J9SS,Investigative,Inhibitor,C1=CC(=CC(=C1)[N+](=O)[O-])C2=CC(=O)C3=C(O2)C=CC(=C3)[N+](=O)[O-],P18507
T08910,D01PPZ,Investigative,Inhibitor,CCC(C)CCN1C2=NC(=C(C(=C2C=N1)N)C(=O)OCC)C,P18507
T08910,D0AR4P,Investigative,Inhibitor,C1=CC=C(C=C1)CN2C=NC3=C(N=CN=C32)NCCO,P18507
T08910,D0FR4S,Investigative,Inhibitor,C(CN)C1=NONC1=O,P18507
T08910,D08HGK,Investigative,Inhibitor,C1=CC=C(C=C1)CNC(=O)C(=O)C2=CNC3=CC=CC=C32,P18507
T08910,D0J0CA,Investigative,Inhibitor,COC(=O)C1=NC=C2C(=C1)C3=CC=CC=C3N2,P18507
T08910,D09MHS,Investigative,Inhibitor,CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)SC)OC)OC)NC4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O,P18507
T08910,D08YLW,Investigative,Inhibitor,C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)NC2=C(C(=C3C(=C2)CC[C@@H](C4=CC(=O)C(=CC=C43)SC)NC(=O)C)OC)OC)O)O)O,P18507
T08910,D0LP2K,Investigative,Inhibitor,CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)SC)OC)OC)N[C@H]4[C@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O,P18507
T08910,D06XGL,Investigative,Inhibitor,CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)SC)OC)OC)NC4[C@@H]([C@H]([C@@H](CO4)O)O)O,P18507
T08910,D04RVA,Investigative,Inhibitor,CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)SC)OC)OC)NC4[C@H]([C@H]([C@@H](CO4)O)O)O,P18507
T08910,D06ZOM,Investigative,Inhibitor,CC1=C2C(=NN1C3=CC=CC=C3)C4=CC=CC=C4OC2=O,P18507
T08910,D07QGN,Investigative,Inhibitor,C1=CC=C(C=C1)C2=NN3C(=N2)C4=CC=CC=C4NC3=O,P18507
T08910,D0H0DP,Investigative,Inhibitor,CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)SC)OC)OC)N,P18507
T08910,D06QOX,Investigative,Inhibitor,C1=CC=C(C=C1)C2=NN(C3=C2C(=O)OC4=CC=CC=C43)C5=CC=CC=C5,P18507
T08910,D00SXO,Investigative,Inhibitor,CC1=NN(C2=C1C(=O)OC3=CC=CC=C32)C4=CC=CC=C4,P18507
T08910,D03YLX,Investigative,Inhibitor,CC1=CC2=C(C=N1)NC3=CC=CC=C32,P18507
T08910,D02XXK,Investigative,Inhibitor,C1CC1NC2=C3C(=NC=N2)N(C=N3)CC4=CC=CC=C4,P18507
T08910,D03OQG,Investigative,Inhibitor,CC1CC12CCOC2=O,P18507
T08910,D0U9ET,Investigative,Inhibitor,CC1(CCCC12CCOC2=O)C,P18507
T08910,D03EOK,Investigative,Inhibitor,C1CC2=CC=CC=C2C1NC(=O)C(=O)C3=CNC4=CC=CC=C43,P18507
T08910,D0H0NE,Investigative,Inhibitor,CC1CCC(C12CCOC2=O)C,P18507
T08910,D07OON,Investigative,Inhibitor,CCC1(CCOC1=O)C(C)C,P18507
T08910,D0J9VP,Investigative,Inhibitor,CCC1(CCOC1=O)C(C)(C)C,P18507
T08910,D00VWR,Investigative,Inhibitor,CCC1(CCOC1=O)CC,P18507
T08910,D00WON,Investigative,Inhibitor,CCC1(CCOC1=O)C,P18507
T08910,D00CQR,Investigative,Inhibitor,CC1CCCC12CCOC2=O,P18507
T08910,D0KS3X,Investigative,Inhibitor,C1CC1C2=NC(=NO2)C3=C4C5CCC(=O)N5C6=CC=CC=C6N4C=N3,P18507
T08910,D0R1IL,Investigative,Inhibitor,C1CNCCC1C2=C(C(=O)NO2)C3=CC4=CC=CC=C4C=C3,P18507
T08910,D0I4HT,Investigative,Inhibitor,C1CNCCC1C2=C(C(=O)NO2)C3=CC=CC4=CC=CC=C43,P18507
T08910,D0ER0L,Investigative,Inhibitor,C1CNCCC1C2=C(C(=O)NO2)CC3=CC=CC=C3,P18507
T08910,D01OZS,Investigative,Inhibitor,CC(C)C1(CCOC1=O)C(C)C,P18507
T08910,D02RUV,Investigative,Inhibitor,CC(C)C1(CCOC1=O)C,P18507
T08910,D0K2CZ,Investigative,Inhibitor,CC1(CC12CCOC2=O)C,P18507
T08910,D0X4OW,Investigative,Inhibitor,C1CCC2(C1)CCOC2=O,P18507
T08910,D0D6IU,Investigative,Inhibitor,C1=CC=C(C=C1)CCNC(=O)C(=O)C2=CNC3=CC=CC=C32,P18507
T08910,D0P3FZ,Investigative,Inhibitor,C1CNCCC1C2=CC(=O)NS2,P18507
T08910,D0GE4A,Investigative,Inhibitor,CCCCNC(=O)C(=O)C1=CNC2=CC=CC=C21,P18507
T08910,D04PQN,Investigative,Inhibitor,CC1=CC=C(C=C1)CNC(=O)C(=O)C2=CNC3=C2C=C(C=C3)[N+](=O)[O-],P18507
T08910,D0S9YE,Investigative,Inhibitor,C1=CC=C2C(=C1)C3=CC(=NC=C3N2)C(=O)O,P18507
T08910,D05WEF,Investigative,Inhibitor,C1=CC=C(C=C1)CNC(=O)C(=O)C2=CNC3=C2C=C(C=C3)[N+](=O)[O-],P18507
T08910,D03OEN,Investigative,Inhibitor,CCCCNC(=O)C(=O)C1=CNC2=C1C=C(C=C2)[N+](=O)[O-],P18507
T08910,D0FQ2N,Investigative,Inhibitor,C1=CC=C2C(=C1)C3=CC(=NC=C3N2)N=C=S,P18507
T08910,D06GAI,Investigative,Inhibitor,C1=CC=C(C=C1)C2=CN(C=N2)C3=CC=C(C=C3)Cl,P18507
T08910,D0O9SG,Investigative,Inhibitor,C1=CC=C(C=C1)C2=CC(=O)N(O2)C3=CC=C(C=C3)Cl,P18507
T08910,D01UZT,Investigative,Inhibitor,C1=CC=NC(=C1)N2C=C(C=N2)C3=CC=C(C=C3)Cl,P18507
T08910,D0KS2X,Investigative,Inhibitor,COC1=CC=C(C=C1)N2C(=O)C3=C(N2)C4=CC=CC=C4N=C3,P18507
T08910,D0B4CQ,Investigative,Inhibitor,CCCNC(=O)C1=CNC2=C(C1=O)C=C(C=C2)CC3=CC=CC=C3,P18507
T08910,D0WC5L,Investigative,Inhibitor,CCCCNC(=O)C1=CNC2=C(C1=O)C=C(C=C2)CC,P18507
T08910,D0M2AY,Investigative,Inhibitor,CCCNC(=O)C1=CNC2=C(C1=O)C=C(C=C2)CC,P18507
T08910,D0CR6M,Investigative,Inhibitor,CCOC(=O)C1=C(NC2=C(C1=O)C=C(C=C2)Br)C,P18507
T08910,D09CQO,Investigative,Inhibitor,C1=CC=C2C(=C1)C3=C(C=N2)NC(=N3)C4=CC=CS4,P18507
T08910,D03CKN,Investigative,Inhibitor,CCC1=CC2=C(C=C1)NC(=C(C2=O)C(=O)OCC)C,P18507
T08910,D0S6ME,Investigative,Inhibitor,CCCOC(=O)C1=CNC2=C(C1=O)C=C(C=C2)CC3=CC=CC=C3,P18507
T08910,D0W5IP,Investigative,Inhibitor,CCOC(=O)C1=CNC2=C(C1=O)C=C(C=C2)C(C)C,P18507
T08910,D04EOV,Investigative,Inhibitor,CCCC1=CC2=C(C=C1)NC=C(C2=O)C(=O)OCC,P18507
T08910,D06EUJ,Investigative,Inhibitor,CCCCOC(=O)C1=CNC2=CC=CC=C2C1=O,P18507
T08910,D09AYK,Investigative,Inhibitor,CCOC(=O)C1=CNC2=CC=CC=C2C1=O,P18507
T08910,D02FXS,Investigative,Inhibitor,CCC1=CC2=C(C=C1)NC=C(C2=O)C(=O)O,P18507
T08910,D0TJ2L,Investigative,Inhibitor,CCOC(=O)C1=C2CN(C(=O)C3=CC=CC=C3N2C=N1)C,P18507
T08910,D0B4WR,Investigative,Inhibitor,C1=CC=C2C(=C1)C3=C(C=N2)NC(=N3)C4=CC=NO4,P18507
T08910,D00OAN,Investigative,Inhibitor,CCCOC(=O)C1=NC=C2C(=C1)C3=CC=CC=C3N2,P18507
T08910,D05TVT,Investigative,Inhibitor,CCC1=CC2=C(C=C1)NC=C(C2=O)C(=O)OC(CC)CC,P18507
T08910,D06OSB,Investigative,Inhibitor,CCC1=CC2=C(C=C1)NC=C(C2=O)C(=O)OC(C)C,P18507
T08910,D09RWW,Investigative,Inhibitor,CCC1=CC2=C(C=C1)NC=C(C2=O)C(=O)OC3CCCC3,P18507
T08910,D0M0ZX,Investigative,Inhibitor,CCC1=CC2=C(C=C1)NC=C(C2=O)C(=O)OCC(CC)CC,P18507
T08910,D05OOA,Investigative,Inhibitor,CCCCCOC(=O)C1=CNC2=C(C1=O)C=C(C=C2)CC,P18507
T08910,D08AID,Investigative,Inhibitor,CCC1=CC2=C(C=C1)NC=C(C2=O)C(=O)OCC(C)CC,P18507
T08910,D0G6IG,Investigative,Inhibitor,CCCCOC(=O)C1=CNC2=C(C1=O)C=C(C=C2)CC,P18507
T08910,D05EVI,Discontinued in Phase 1,Inhibitor,CC(C)N1C2=CC=CC=C2N3C=NC(=C3C1=O)C4=NOC(=N4)C5CC5,P18507
T08910,D0B8YZ,Discontinued in Phase 3,Inhibitor,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)C,P18507
